Total Label: 5065


Location			Name								Type
803d3f50			LastState								Data Label
803d3c24			buglight_ang								Data Label
803d3034			NuBridge_base_scene								Data Label
803d3428			maxTime.25								Data Label
801359f0			GameCut_SPACE_4CRYSTALS								Data Label
803d27c0			crate_scene								Data Label
803d4d48			P2								Data Label
803191a8			plr_target_mtx								Data Label
803d424c			__DSP_tmp_task								Data Label
803d49f0			edgra_cam_ax								Data Label
803d5670			@111								Data Label
803d42d8			cmdTypeAndStatus$77								Data Label
80143bc0			tCONTINUE								Data Label
803d2d2c			SPACESTATIONEXPLODEVOL								Data Label
80166a58			@54								Data Label
803d499c			edanim_mtl_zoff								Data Label
803d4524			hutframe								Data Label
803d31ec			global_rand								Data Label
803d2808			stick_oldbits								Data Label
803d31a8			badGameDisc								Data Label
803d4634			bonus_pPLAT								Data Label
801258b0			CMD_NARWHAL								Data Label
80330ab8			JeepCamPos2								Data Label
803d4404			temp_crate_y_ceiling_adjust								Data Label
80133a68			GameCut_EARTH_4CRYSTALS								Data Label
803d2a9c			force_panel_crate_update								Data Label
80144898			tPLEASEWAIT								Data Label
801aedcc			otitem								Data Label
8012e3b8			WizardAnim								Data Label
8012b31c			CMD_SPACEROKKO								Data Label
8035be88			DmaDebTypes								Data Label
8012fed0			CylonLabGuyAnim								Data Label
803d43b4			bonus_time								Data Label
803d2498			temp_character								Data Label
80129900			CMD_ICON								Data Label
80167764			@15								Data Label
8016afe0			@10								Data Label
803d2ae8			TT_INPUTY								Data Label
803d4eb8			C3								Data Label
803d3ff8			FirstTimeInBootrom								Data Label
803d2aa0			force_panel_lives_update								Data Label
8012ef70			GunBoatAnim								Data Label
801443a0			tNODATAAVAILABLE								Data Label
8011ef70			D3DSIMPLERENDERSTATEENCODE								Data Label
803d45f4			check_delay								Data Label
803d301c			NuCutSceneCharacterRender								Data Label
803d49e0			edgra_nearest								Data Label
803ccc24			GS_CommandBuffer								Data Label
803d4420			EShadY								Data Label
803d4b40			NuRndrWaterRipCnt								Data Label
803d338c			clipcount								Data Label
8011e258			D3DSIMPLERENDERSTATEENCODE								Data Label
8013728c			DrainDamageModelList								Data Label
8010e628			D3DTEXTUREDIRECTENCODE								Data Label
80144cf8			WBMASKCHEST								Data Label
80127c50			CMD_DIVER								Data Label
803d2d94			idy								Data Label
8021aad8			block$16								Data Label
80144d10			TargetTemp								Data Label
80356008			freedebchunks								Data Label
80144580			tTCR_ABANDONTHISLEVEL								Data Label
803d4a4c			TerrShapeAdjCnt								Data Label
803d2d28			HITSHIELDVOLA								Data Label
803d24cc			hub_vr_image								Data Label
803d3d50			nuline								Data Label
803d49a0			edanim_cam_dist								Data Label
803d4f00			S5								Data Label
803ac6e4			PlatImpactTer								Data Label
80144b78			TeleportPos								Data Label
8012f6d8			DynoAnim								Data Label
8011ad6c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4ee0			S1								Data Label
803d283c			COMPLEXPLAYERSHADOW								Data Label
803d441c			cp_iALONG								Data Label
803d461c			timetrial_frame								Data Label
803d3fb8			currID								Data Label
803d4768			pause_rndr_mtl								Data Label
803d434c			buglight_enable								Data Label
80233268			InputBufferVcount								Data Label
8012dde8			VultureAnim								Data Label
803d2790			NODEBRIS								Data Label
803d5710			@121								Data Label
802337a0			AITab								Data Label
80135460			GameCut_WEATHER_BOSS								Data Label
80143aa0			tENTERINGTIMETRIAL								Data Label
803d4a84			EShadRoofY								Data Label
803d2734			memcard_savestarted								Data Label
803d52d8			__clz_tab								Data Label
802368dc			Chase								Data Label
803d24d8			i_award								Data Label
803d42b8			SendMailData								Data Label
8012c100			crate_list								Data Label
803d467c			FlyingLevelCompleteTimer								Data Label
803d32f4			GS_ScreenWidth								Data Label
803d53d8			__clz_tab								Data Label
80165f0c			@353								Data Label
803d32dc			DemoStatMaxIndx								Data Label
803d5d48			zero								Data Label
803d3ce4			primdefs								Data Label
80167858			@64								Data Label
803d46f8			JeepCamTween								Data Label
8012e340			KnightAnim								Data Label
803d2b60			testsfx								Data Label
8013cfb8			OffRoaderMoveInfo								Data Label
80144d40			LighteningHailVel								Data Label
803d2c70			WBClimbRate								Data Label
803d24f8			LDATA								Data Label
803d30f8			stencil_mode								Data Label
8020b298			rndr_blend_shape_deformer_wts								Data Label
803d48e8			RockPanelRotY								Data Label
803d2978			SNOWBOARDJUMPPAUSEFRAME								Data Label
803cca74			MAHFile								Data Label
8012d7e8			CrashBodyPartsAnim								Data Label
8032bf70			start_pos								Data Label
803d3960			CmdCalibrate								Data Label
803d4a74			TerI								Data Label
803d2d10			jonfirst								Data Label
803d4788			superbuffer_free								Data Label
8013c7b8			OutMechZ								Data Label
803d5648			@103								Data Label
803aed60			NuRndrWaterRipDat								Data Label
8016aae8			@458								Data Label
80166650			@66								Data Label
80162c40			MC_fileName								Data Label
803d45f8			nPointLetters								Data Label
80133524			cutpos_SPACE								Data Label
80233108			Alarm								Data Label
803d2574			menu_pulsate_ang								Data Label
80134050			Space_WATER_2CRYSTALS_PlayList								Data Label
8012c0b0			tRailExt								Data Label
803d39f0			@412								Data Label
803d2568			i_nameinput								Data Label
803d3064			glass_col_mix								Data Label
803d58c8			Lg7								Data Label
803d3d00			NuRndrFogFar								Data Label
80144dac			TempZ.181								Data Label
803d4260			__piReg								Data Label
803d3098			num_divisions								Data Label
803d3bd0			fontEncode$60								Data Label
80169ea4			GXNtsc240IntAa								Data Label
803d5728			@127								Data Label
80143a70			tPOINT								Data Label
803d22f4			cc3								Data Label
80143b48			tENTERNAME								Data Label
803d2c40			WBTILTXSCALE								Data Label
803d2a14			PANELCRUNCHZ								Data Label
80165774			gdevjmp								Data Label
80318eb0			cpPOS								Data Label
803d4338			jcrunch								Data Label
803d27b4			world_vd								Data Label
8012e028			GiraffeAnim								Data Label
803d39c8			GX2HWFiltConv								Data Label
803d2d40			WeatherCamCentY								Data Label
803d25f8			CHECKWAIT								Data Label
803d3cf0			haze_backbuffer_mtl								Data Label
8016aa60			@406								Data Label
803d279c			FixFrameRate								Data Label
801217d8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2a30			PANELBLIMPY								Data Label
801441d8			tSNEAKSHOESTEXT								Data Label
80137374			WeatheringHeightsModelList								Data Label
803d4a00			edgra_clump_size								Data Label
803d2dec			EYEBOLTFIREY								Data Label
80167118			@814								Data Label
803d249c			temp_character2								Data Label
80160230			janim_array.203								Data Label
8011bb2c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d4920			AtlasTrailType								Data Label
803d490c			BIGIMPACT								Data Label
8011c72c			D3DDIRTYFROMTEXTURESTATE								Data Label
8033f104			carpet_pos								Data Label
803d3ccc			LevelResetTimer								Data Label
803d31f4			backbuffer_grabbed_this_frame								Data Label
803d2250			XDEVICE_TYPE_MEMORY_UNIT_TABLE								Data Label
803d3234			ps2_scratch_free								Data Label
803d3408			SS_CurrentBank								Data Label
803d32c0			lastOvc.208								Data Label
803d28d0			mg_player_spin_rate								Data Label
803d28ac			bgload_model								Data Label
8034a250			GliderBombs								Data Label
803d4784			bgload_complete								Data Label
8021e9a8			ax_dram_image								Data Label
8016567c			fscmderrstr								Data Label
803d4100			bound_48KHz								Data Label
803300dc			PlayerJeep								Data Label
80144d58			RockPanelOff								Data Label
80144cc8			WBAKUMASKONHIGH								Data Label
8011d89c			D3DDIRTYFROMTEXTURESTATE								Data Label
8012b394			CMD_SPACEWAWA								Data Label
803d4b88			GlobalTimerFreq								Data Label
803d4960			trailpos								Data Label
803d4274			GPFifo								Data Label
803d46d0			plr_conveyor_yrot								Data Label
80144928			tFSERR1								Data Label
803d440c			temp_crate_xz_adjust								Data Label
803d3214			saveload_cardchanged								Data Label
80121300			D3DTEXTUREDIRECTENCODE								Data Label
803d4810			Level_TargetTime								Data Label
80165710			cbmsg2								Data Label
803d3f4c			Down								Data Label
8013af98			ADeb								Data Label
803d260c			point_duration								Data Label
803d5890			two54								Data Label
80210a70			dynamicWaterSurfaces								Data Label
803d4504			PANEL3DMULY								Data Label
803d4500			PANEL3DMULX								Data Label
803d32ac			GPHangWorkaround								Data Label
80123440			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2628			TEXTZMUL								Data Label
803d417c			__ARQ_init_flag								Data Label
803d3c5c			BackJeepCamY.217								Data Label
8034a144			UsedGliderBulletList								Data Label
803d4598			probecol								Data Label
803d4364			cRPosCOUNT								Data Label
80144358			tPLEASEINSERTMEMORYCARDSLOT1								Data Label
803d4aac			TerrPolyObj								Data Label
803d2d08			PropYOff								Data Label
80165bec			@83								Data Label
80134798			GameCut_FIRE_1STLEVEL								Data Label
80118020			D3DDIRTYFROMRENDERSTATE								Data Label
803d4cf0			two								Data Label
803d3cc8			CurrentAggressor								Data Label
80143bd8			tGAMEOVER								Data Label
803250d8			probepos2								Data Label
803d419c			__AXAuxADspRead								Data Label
80108520			D3DSIMPLERENDERSTATEENCODE								Data Label
8016abb8			XYPAL								Data Label
803d4328			SpaceCortex_Defeated								Data Label
803d3f8c			DBVerbose								Data Label
803d2b44			gamesfx_channel								Data Label
803d3fb0			executing								Data Label
80144820			tLOADCRASHBLAST								Data Label
8011db38			D3DDIRTYFROMRENDERSTATE								Data Label
803d5128			two24								Data Label
803d2260			__SDATA_START__								Data Label
803d58a0			Lg2								Data Label
803d3968			axDspSlaveLength								Data Label
80337930			TrailActive								Data Label
803d3340			GS_CopyEFBFlag								Data Label
801330d8			cutambcol								Data Label
803ccf74			DefaultLightGSLight								Data Label
80143bf0			tYES								Data Label
803d2608			point_time								Data Label
80143cc8			tVIBRATION								Data Label
803d2ebc			MyAttNum								Data Label
8016ab5c			@465								Data Label
803d45a0			probey								Data Label
803d3e88			MnFPS.18								Data Label
80140050			SfxTabNATURE								Data Label
803d2b84			SeekTiltZZero								Data Label
80120160			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2834			test_sfx								Data Label
803d258c			TTINPUTPSY								Data Label
803d29cc			TUBWAIT								Data Label
8016cab8			BaseMat.179								Data Label
8016ab88			...data.0								Data Label
8021ad30			Origin								Data Label
80166e8c			@805								Data Label
80141370			SfxTabVOID								Data Label
801656f8			exception_str								Data Label
803d2d9c			AsteroidDebug								Data Label
80123948			_ctype_								Data Label
801299c0			CMD_COCO								Data Label
803d4178			__ARQChunkSize								Data Label
803d2620			TimeTrial								Data Label
80337840			TrailPntr								Data Label
80144310			tLOADGAME								Data Label
803d41fc			__AXSpbAAS								Data Label
803d49ec			edgra_cam_dist								Data Label
803d2774			CurrentCausticTexture								Data Label
803d348c			NEW_CV_COLOR_TYPE								Data Label
803d4994			edanim_next_param								Data Label
803d2d68			WBZTiltScale								Data Label
803bd6e0			NuRndrShadPolDat								Data Label
8011a574			D3DTEXTUREDIRECTENCODE								Data Label
803d4544			cmask								Data Label
803d41cc			__AXOutDspReady								Data Label
80161d24			REMAP_MEDIEVALMADNESS								Data Label
8016562c			fscmdtab								Data Label
803d31d0			alloc_list								Data Label
803d44ac			FireBossHoldPlayer								Data Label
803d4d00			huge								Data Label
801330b4			cutdircol								Data Label
8016a048			GXMpal240DsAa								Data Label
80169d98			@161								Data Label
803d3e2c			__DTKPlayListHead								Data Label
8012efd0			GunBoatAnimTiny								Data Label
8021aea0			...bss.0								Data Label
80134618			Space_FIRE_1STLEVEL_PlayList								Data Label
803d26e0			FireIndx.311								Data Label
803d44d8			ChrisNumJoints								Data Label
803d3d7c			g_dwCurrentRT								Data Label
8021ab08			...bss.0								Data Label
803d2508			Level								Data Label
8011af38			D3DTEXTUREDIRECTENCODE								Data Label
80160cf4			DebugText								Data Label
803d4078			encoderType								Data Label
803ccff4			lighttext								Data Label
8023680c			weather_attack_on								Data Label
803d414c			__AR_init_flag								Data Label
803d2724			memcard_gamesavailable								Data Label
8012f978			MouseAnim								Data Label
80136ca0			hubmidpos								Data Label
80144718			tINSUFFICIENTSPACE								Data Label
8032532c			hub_vr_pos								Data Label
803d2870			LANGUAGEOPTION								Data Label
803d4160			__ARQRequestQueueTemp								Data Label
80117ec8			D3DSIMPLERENDERSTATEENCODE								Data Label
803d32b4			totalramavailable								Data Label
803d3360			GX_Grey								Data Label
80105b5c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2c68			BEENHITTORNRUMTIME								Data Label
803d23b0			plr_terrain_ok								Data Label
803d3dbc			topPixIn								Data Label
803d2bf4			TORPBUZZVAL								Data Label
800d4ff4			PCopen								Data Label
803d2390			IDLEWAIT								Data Label
80144c2c			WBCamI								Data Label
80129480			CMD_FLYINGCLOCK								Data Label
803d3ca0			VehCamY.361								Data Label
8010fd90			D3DDIRTYFROMRENDERSTATE								Data Label
803d2cc8			GLIDENGPITCHSLOPE								Data Label
803d4b5c			vpdmatag_curr								Data Label
8016bb20			__bss_start								Data Label
803d3de0			cpReq								Data Label
8011bfd8			D3DTEXTUREDIRECTENCODE								Data Label
803d47d8			carpet_yrot								Data Label
801666e4			@74								Data Label
803d3eb0			nowTime.24								Data Label
80137358			IceStationBandicootModelList								Data Label
803d5c68			npio2_hw								Data Label
802331e8			TypeCallback								Data Label
8013c7a8			InMechZ								Data Label
803b31e0			mtx_array2HGobj								Data Label
803d22d0			tInPlatRail								Data Label
803d4a44			crashdata								Data Label
803d2864			DRAWDEBRISHACK								Data Label
8012efe8			BattleShipAnim								Data Label
803d28c0			mg_spd_rng								Data Label
803d42c0			pEXIInputFlag								Data Label
803d46b4			bonus_frame								Data Label
803d5820			@159								Data Label
803d4b1c			NuLgtArcV0								Data Label
803d40e4			__AID_Callback								Data Label
803d3988			tbl3$216								Data Label
803d51b8			zero								Data Label
8012f888			SatelliteAnim								Data Label
803d43d4			temp_action								Data Label
8033f2b0			ring_xrot								Data Label
803d4d90			cp_h								Data Label
8013a4e8			loadsavepos								Data Label
8011aa38			D3DDIRTYFROMRENDERSTATE								Data Label
803d4e60			one								Data Label
803d28b8			mg_accel								Data Label
803d30c0			currentlight2								Data Label
803d31cc			totalbytesread								Data Label
8016ac20			ResetFunctionInfo								Data Label
8034a638			GliderIntroCamPos								Data Label
803d3430			minTime.26								Data Label
80165d00			@48								Data Label
8012dc80			DonkeyAnim								Data Label
803d46c8			temp_yrot								Data Label
80134cf8			GameCut_FIRE_BOSS								Data Label
80161dbc			REMAP_KNIGHTTIME								Data Label
803d57e8			@129								Data Label
80143a40			tBONUS								Data Label
803d25e0			CUTINFO								Data Label
803d315c			nwater_mtl								Data Label
803d55d8			_half$localstatic0$sqrtf__Ff								Data Label
803cce28			GS_LightMat								Data Label
803d313c			initialised								Data Label
80141460			SfxTabROKS								Data Label
803d3930			@41								Data Label
803d2fa4			curdeba								Data Label
803d25ec			GAMENAMEY								Data Label
80119b78			D3DSIMPLERENDERSTATEENCODE								Data Label
803d4854			BulletEnemyNumFrees								Data Label
803d4790			bgload_animtime								Data Label
803d2ccc			GLIDENGINEVOL								Data Label
803d2d34			FarmZepplinSpeed								Data Label
8012fdc8			IconAnim								Data Label
803d2370			CHANGERPITCH								Data Label
803d2e58			BIGSCALE								Data Label
803d31ac			currentpointer								Data Label
80169818			...data.0								Data Label
8011d800			D3DTEXTUREDIRECTENCODE								Data Label
80120c18			D3DDIRTYFROMRENDERSTATE								Data Label
8034c5e8			EnemyGliderBombs								Data Label
8012e7a8			JeepAnim								Data Label
80120c08			D3DTEXTUREDIRECTENCODE								Data Label
803d58c0			Lg6								Data Label
80161cf0			REMAP_BAMBOOZLED								Data Label
80127f80			CMD_JELLYFISH								Data Label
803d426c			__memReg								Data Label
803d2dcc			WBMASKRIGHTRAD								Data Label
80161d98			REMAP_ATMOSPHERICPRESSURE								Data Label
803d2e04			WBSNOWBALLSPEED								Data Label
80144d94			TempX.179								Data Label
8012aa28			CMD_SPACECRUNCH								Data Label
803d2b98			CRASHTEROIDSENGINEVOL								Data Label
803d2334			highlight_crate								Data Label
803d3474			ShaderHasNormals								Data Label
8013d248			CircuitOriginGT								Data Label
803d4944			TestIndx								Data Label
803d48c4			JonnyOn								Data Label
80232fc8			Ecb								Data Label
803d3310			GS_ZCmpUpdate								Data Label
803d2914			camtiltrate								Data Label
803d453c			wtimer								Data Label
803d2bb4			FIXVELTIME								Data Label
8032d38c			lev_ambpos								Data Label
803d2a5c			LIVESOBJSX								Data Label
803d2cc0			MOSENGRUMBLESLOPE								Data Label
803d2b08			ATMBOSSBARZ								Data Label
80392f18			EShadRoofNorm								Data Label
803d4cf8			two53								Data Label
80135260			Space_WEATHER_BOSS_PlayList								Data Label
803d2ae4			TT_TIMESDY								Data Label
803d3958			MakeStatus								Data Label
803d4754			DIRECTCOUNT								Data Label
8011ff90			D3DDIRTYFROMRENDERSTATE								Data Label
803d51c8			two24								Data Label
801401a0			SfxTabGAUNTLET								Data Label
803d43f0			CrateMat2								Data Label
803d2fb0			debbuffer								Data Label
803d4ee8			S2								Data Label
80165ce0			@122								Data Label
8016c850			name.153								Data Label
8038a518			NuWindGroup								Data Label
80167c8c			@338								Data Label
803d3258			TexSize								Data Label
803d3444			GS_BufferSize								Data Label
803d2cb0			OIDENGRUMBLESLOPE								Data Label
801334e8			cutcampos_FRONTEND								Data Label
803d57f0			@130								Data Label
803d3984			tbl2$215								Data Label
801350c0			Space_WEATHER_4CRYSTALS_PlayList								Data Label
803d3448			sectorsizeok								Data Label
80133090			cutdir								Data Label
8012001c			D3DDIRTYFROMTEXTURESTATE								Data Label
80143e00			tSUPERBELLYFLOP								Data Label
80160df4			bl								Data Label
80144cbc			WBMASKONHIGH								Data Label
803d46e0			old_bonus_crates								Data Label
803d23f4			CutChar								Data Label
802193a8			DefaultThread								Data Label
80144c20			FarmZepplinStart								Data Label
803d26bc			TRANSLATEFIREBOSS								Data Label
803d4838			GliderRumble								Data Label
803d23f8			hCutLoadScreenThread								Data Label
80144d70			WorldAxis								Data Label
803d3c9c			VehCamX.360								Data Label
803d2634			bonus_restart								Data Label
803d51c0			one								Data Label
803d2cfc			SatelliteY								Data Label
803d4758			numtl_white								Data Label
8036d620			ObjectInstance								Data Label
803d3114			geomitem_cnt								Data Label
801211b8			D3DSIMPLERENDERSTATEENCODE								Data Label
80120074			mident.153								Data Label
803d498c			edanim_sound_mode								Data Label
80144bf0			SPACETRAN								Data Label
80127b18			CMD_CACTUS								Data Label
803d43e8			DESTRUCTIBLEBONUSCRATECOUNT								Data Label
803d2d14			ACTIVEBLIMPCOUNT								Data Label
803d4b90			GS_FrameBufferCopySize								Data Label
802331a8			TypeTime								Data Label
803d33c4			GS_TexInitFlag								Data Label
803d284c			DRAWCREATUREHACK								Data Label
80161cb8			REMAP_COMPACTORREACTOR								Data Label
803d46a0			plr_crategem								Data Label
803d26fc			SEEKANGSPEED								Data Label
8012af68			CMD_SPACECORTEX								Data Label
803d24bc			HubLevelText								Data Label
80165720			intmodemsg								Data Label
803d5d4c			one								Data Label
803d2448			FONT3DSIZE								Data Label
80104f58			D3DSIMPLERENDERSTATEENCODE								Data Label
803d2c3c			WBMAXY								Data Label
803d58f4			half								Data Label
803d4594			font3d_ytop								Data Label
80104aa8			D3DTEXTUREDIRECTENCODE								Data Label
803d2408			cutmovie								Data Label
8032d520			SaveSlot								Data Label
803d560c			@217								Data Label
8013ce34			bgload_campos								Data Label
803d5d64			huge								Data Label
803d3004			edpp_refroty								Data Label
8016d0a0			mtxused								Data Label
80136cdc			CrashAndBurnModelList								Data Label
80165b78			@75								Data Label
803d4294			DrawDoneCB								Data Label
8011f354			D3DDIRTYFROMRENDERSTATE								Data Label
801372f8			CrashteroidsModelList								Data Label
8011acd0			D3DTEXTUREDIRECTENCODE								Data Label
803d3128			fog_enabled								Data Label
803d2bec			TARGETBLEEPTIME								Data Label
803d4918			IntoTrail								Data Label
80167d10			@341								Data Label
803d4488			plr_vehicle_time								Data Label
803d2c60			WBITILTXSCALE								Data Label
80128aa8			CMD_FALLINGMINE								Data Label
801341f0			Space_WATER_4CRYSTALS_PlayList								Data Label
80165b90			@77								Data Label
8011e6fc			D3DDIRTYFROMTEXTURESTATE								Data Label
803d34a4			IsGlassObj								Data Label
8011a0e0			D3DDIRTYFROMRENDERSTATE								Data Label
8010dca0			D3DDIRTYFROMRENDERSTATE								Data Label
803d26f0			WATERFIRESOUNDVOL								Data Label
803d4864			FireFlyIntroOn								Data Label
8013731c			KnightTimeModelList								Data Label
803d1d4c			invWorld								Data Label
8010e414			D3DDIRTYFROMTEXTURESTATE								Data Label
8012ff48			BugAnim								Data Label
80165758			ddhjmp								Data Label
803d4a1c			edpp_nearest								Data Label
8012ee98			GameTitleAnim								Data Label
803d2e4c			EYESTOPTIME								Data Label
80133cc0			Space_EARTH_AKUAKU_PlayList								Data Label
8016aaa4			@417								Data Label
8033dcc4			mg_wumpa_shapes								Data Label
8033f244			TempTubPos								Data Label
803d464c			gempath_begun								Data Label
803d3ce8			primdefs_sorted								Data Label
80144bfc			Scale.344								Data Label
8031916c			plr_target_firepos								Data Label
803d2b18			FIREBOSSBARY								Data Label
801277f4			CMD_RICKSHAW								Data Label
803d34c4			showstats								Data Label
8012c738			CrashAnim_CREDITS								Data Label
803d3d96			music_volume								Data Label
803d2fd8			edqseed								Data Label
803d5718			@123								Data Label
801b7050			faceonitem								Data Label
803d5878			one								Data Label
803d43a8			death_pCAM								Data Label
803d34e0			first.162								Data Label
80144a00			tFSERR4								Data Label
803d23c0			jeep_draw								Data Label
801232d8			D3DDIRTYFROMRENDERSTATE								Data Label
8010513c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d571c			@124								Data Label
80165698			fscmderrstr2								Data Label
803d2d20			SPACEMINSPEEDIN								Data Label
8011dbc4			D3DDIRTYFROMTEXTURESTATE								Data Label
8016a0c0			GXMpal240IntAa								Data Label
80105978			D3DSIMPLERENDERSTATEENCODE								Data Label
801678f4			@76								Data Label
803d2b9c			CRASHTEROIDSAMBIENTVOL								Data Label
8016a444			GXEurgb60Hz480IntDf								Data Label
803d48a4			AtlasWhackTimer								Data Label
803d2cd0			GLIDRUMTIM								Data Label
803cd0b4			SS_Voices								Data Label
803d308c			MAXGLASSMIX								Data Label
803d4300			WidthTable								Data Label
80167870			@68								Data Label
803d2d04			PropY								Data Label
80165bcc			@81								Data Label
803d2afc			RUMBOSSBARSCALEY								Data Label
803d26d0			BOSSBANGVOL								Data Label
803d2908			mg_scoregibbercnty								Data Label
803d3228			nuvideo_global_vbcnt								Data Label
801679c0			ErrorTable								Data Label
801655f0			LinkFiddle								Data Label
803d46bc			GAMEOBJECTCOUNT								Data Label
80124ad0			CMD_DEEPSEASHARK								Data Label
803d2858			HAZE								Data Label
80135c10			GameCut_SPACE_BOSS								Data Label
803d2264			crunch_vulnerable								Data Label
803d5678			@112								Data Label
80143c20			tON								Data Label
80169c9c			@325								Data Label
803d2930			bgloadgibberscalecntrate								Data Label
803d24f4			FINISHRADIUSLEVEL								Data Label
801347b8			Space_FIRE_2CRYSTALS_PlayList								Data Label
80232fb8			DODisplayCache								Data Label
801445e0			tMEMCARDMANAGE								Data Label
803d5810			@156								Data Label
803d497c			debris_emitter_stack_index								Data Label
803d32d4			DemoStat								Data Label
803d2494			cortex_quit_i								Data Label
803d4d20			L3								Data Label
80161d8c			REMAP_DRAINDAMAGE								Data Label
803d3d88			s.223								Data Label
803d3388			primcount								Data Label
803d2570			menu_pulsate								Data Label
803d2e90			LighteningFallXMin								Data Label
80126edc			CMD_MAMMOTH								Data Label
803d2b28			PANELRINGX								Data Label
8011d210			D3DTEXTUREDIRECTENCODE								Data Label
803d4f08			S6								Data Label
803d3cdc			zx								Data Label
80160e20			__MIXVolumeTable								Data Label
803d48b8			DavesGay								Data Label
803d4400			temp_face								Data Label
803d1cac			CV_AMBIENT_COLOR								Data Label
803d2328			locked_crate								Data Label
80218f40			...bss.0								Data Label
803d3278			ssize								Data Label
803d4588			font3d_xleft								Data Label
803d2a94			BONUSLIFESCALE								Data Label
803d3d18			nta_sig_on								Data Label
8016aa10			@38								Data Label
80144c38			ExtroIdealPos								Data Label
803d5748			@165								Data Label
8037e62c			ObjectInstAnim								Data Label
803d4b08			haze_tex								Data Label
80165c28			__OSExceptionLocations								Data Label
80166530			...data.0								Data Label
803d49bc			edSfxGlobalTab								Data Label
803d3364			GS_MaterialSourceAmbient								Data Label
803d2828			frameout								Data Label
803d4548			dmask								Data Label
803d2268			SPACEUKAHACKY								Data Label
803ccca4			GS_MatProjection								Data Label
801279c8			CMD_WHEELA								Data Label
8016aab8			...data.0								Data Label
8016a0fc			GXMpal480IntDf								Data Label
8013d0d8			SubmarineMoveInfo								Data Label
80321374			global_camera								Data Label
80166708			...data.0								Data Label
803d4894			FireFlyIntroAction								Data Label
803d43ec			iBOXEXP								Data Label
803d46e8			JeepInControl								Data Label
803d3274			psize								Data Label
803d4218			__AXNumVoices								Data Label
803d2bdc			BEENHITBIGRUMTIME								Data Label
800f718c			caseD_c								Instruction Label
800fa398			caseD_24								Instruction Label
800f832c			caseD_5								Instruction Label
800f6f30			caseD_18								Instruction Label
800fcdfc			caseD_22								Instruction Label
800f7208			caseD_10								Instruction Label
800fa4d4			caseD_39								Instruction Label
800df650			caseD_4								Instruction Label
800fcf38			caseD_14								Instruction Label
800fd0bc			caseD_23								Instruction Label
800fa4ec			caseD_19								Instruction Label
800fa33c			caseD_37								Instruction Label
800fa740			caseD_5								Instruction Label
800f6d84			caseD_a								Instruction Label
800d53fc			cmdSendRegs								Instruction Label
800f7498			caseD_0								Instruction Label
800d4edc			cmdFS_ACK								Instruction Label
800f9b54			switchD								Instruction Label
800fd52c			caseD_15								Instruction Label
800fa398			caseD_37								Instruction Label
800f6e54			caseD_e								Instruction Label
800f7f7c			caseD_11								Instruction Label
800d5374			cmdStop								Instruction Label
800fa33c			caseD_14								Instruction Label
800f9c00			caseD_6								Instruction Label
800fd534			caseD_11								Instruction Label
800fa38c			caseD_2b								Instruction Label
800f79a0			caseD_18								Instruction Label
800f71e8			caseD_f								Instruction Label
800d58ac			cmdtab								Instruction Label
800fa38c			caseD_3c								Instruction Label
800e7228			caseD_8								Instruction Label
800f801c			caseD_16								Instruction Label
800fd034			caseD_1d								Instruction Label
800fa318			caseD_2a								Instruction Label
800e59e0			caseD_0								Instruction Label
800fa4e0			caseD_3c								Instruction Label
800e5840			caseD_9								Instruction Label
800f9c38			caseD_0								Instruction Label
800e59d0			caseD_2								Instruction Label
800fa398			caseD_2d								Instruction Label
800f8170			caseD_9								Instruction Label
800fa4ec			caseD_f								Instruction Label
800fceac			caseD_f								Instruction Label
800df650			caseD_8								Instruction Label
800fcd1c			caseD_3								Instruction Label
800f7580			caseD_b								Instruction Label
800fa33c			caseD_1b								Instruction Label
800fa380			caseD_2a								Instruction Label
800fa77c			caseD_7								Instruction Label
800fa4d4			caseD_1								Instruction Label
800fa398			caseD_c								Instruction Label
800f7780			caseD_c								Instruction Label
800fa4ec			caseD_d								Instruction Label
800fa4c4			switchD								Instruction Label
800e7200			caseD_1								Instruction Label
800fa318			caseD_2								Instruction Label
800f7b5c			caseD_e								Instruction Label
800fa398			caseD_34								Instruction Label
800d6134			lpv								Instruction Label
800f801c			caseD_15								Instruction Label
800fa4d4			caseD_2								Instruction Label
800d4ea4			sker								Instruction Label
800f7034			caseD_4								Instruction Label
800f8104			switchD								Instruction Label
800e4470			switchD								Instruction Label
800e59d8			caseD_ffffffff								Instruction Label
800fa318			caseD_9								Instruction Label
800f74d8			caseD_4								Instruction Label
800df5d4			caseD_5								Instruction Label
800fa33c			caseD_1e								Instruction Label
800f6ce4			caseD_5								Instruction Label
800f7d0c			caseD_17								Instruction Label
800e7210			caseD_5								Instruction Label
800fa32c			caseD_16								Instruction Label
800fa370			switchD								Instruction Label
800f7014			caseD_3								Instruction Label
800d605c			ntr								Instruction Label
800f7248			caseD_12								Instruction Label
800fa740			caseD_a								Instruction Label
800e4650			caseD_4								Instruction Label
